Geographic	Habitat	Habitat_sub	Type_interaction	Taxonomy_consumer	Taxonomy_resource	Metabolic_consumer	Metabolic_resource	Mass_consumer	Mass_resource
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Gnathonarium dentatum (Wider, 1834)	Psychodidae	invertebrate	invertebrate	0.000283	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Gnathonarium dentatum (Wider, 1834)	Heteroptera	invertebrate	invertebrate	0.000283	0.000747
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Gnathonarium dentatum (Wider, 1834)	Ligidium hypnorum (Cuvier)	invertebrate	invertebrate	0.000283	0.00127
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Gnathonarium dentatum (Wider, 1834)	Hebrus pusillus (Fallen)	invertebrate	invertebrate	0.000283	0.00156
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Proctotrupoidea	invertebrate	invertebrate	0.000285	0.00003
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Hybotidae	invertebrate	invertebrate	0.000285	0.0000333
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Anotylus sp	invertebrate	invertebrate	0.000285	0.000043
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Bryaxis sp	invertebrate	invertebrate	0.000285	0.000043
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Ceratopogonidae	invertebrate	invertebrate	0.000285	0.0000533
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Chironomidae	invertebrate	invertebrate	0.000285	0.0000614
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Aphidoidea	invertebrate	invertebrate	0.000285	0.00008
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Brachygluta sp	invertebrate	invertebrate	0.000285	0.0000872
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Sciaridae	invertebrate	invertebrate	0.000285	0.0000881
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Chrysotus cilipes Meigen, 1824	invertebrate	invertebrate	0.000285	0.0001
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Erichsonius cinerascens (Grav.)	invertebrate	invertebrate	0.000285	0.0001
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Lepidoptera	invertebrate	invertebrate	0.000285	0.0001
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Psychodidae	invertebrate	invertebrate	0.000285	0.0001
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Stilicus rufipes (Germ.)	invertebrate	invertebrate	0.000285	0.0001
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Teuchophorus calcaratus (Macquart, 1827)	invertebrate	invertebrate	0.000285	0.0001
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Trogophloeus corticinus (Grav.)	invertebrate	invertebrate	0.000285	0.0001
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Thomisidae	invertebrate	invertebrate	0.000285	0.000104
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Fulgoroidea	invertebrate	invertebrate	0.000285	0.000123
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Cicadina	invertebrate	invertebrate	0.000285	0.000136
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Pisaura mirabilis (Clerck, 1757)	invertebrate	invertebrate	0.000285	0.000153
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Salticidae	invertebrate	invertebrate	0.000285	0.000173
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Aphtona lutescens (Gyll.)	invertebrate	invertebrate	0.000285	0.0002
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Drosophilidae	invertebrate	invertebrate	0.000285	0.0002
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Hypostenus sp	invertebrate	invertebrate	0.000285	0.0002
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Tetramesa sp	invertebrate	invertebrate	0.000285	0.000224
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Pipinculus sp	invertebrate	invertebrate	0.000285	0.00024
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Meligethes sp	invertebrate	invertebrate	0.000285	0.000266
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Delphacidae	invertebrate	invertebrate	0.000285	0.000267
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Xysticus sp	invertebrate	invertebrate	0.000285	0.000285
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Limoniidae	invertebrate	invertebrate	0.000285	0.000295
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Argyra vestita (Wiedemann, 1817)	invertebrate	invertebrate	0.000285	0.0003
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Chrysopidae	invertebrate	invertebrate	0.000285	0.0003
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Ephydridae	invertebrate	invertebrate	0.000285	0.0003
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Jassidae	invertebrate	invertebrate	0.000285	0.0003
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Marpissa radiata (Grube, 1859)	invertebrate	invertebrate	0.000285	0.00031
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Tetrastichus sp	invertebrate	invertebrate	0.000285	0.000318
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Trichoniscidae	invertebrate	invertebrate	0.000285	0.00034
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Platystethus nodifrons (Sahlb.)	invertebrate	invertebrate	0.000285	0.000346
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Anacaena limbata (F.)	invertebrate	invertebrate	0.000285	0.0004
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Muscidae copro	invertebrate	invertebrate	0.000285	0.000421
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Muscidae flor	invertebrate	invertebrate	0.000285	0.000421
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Chloropidae	invertebrate	invertebrate	0.000285	0.000493
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Chaetocnema confusa (Bohem.)	invertebrate	invertebrate	0.000285	0.0005
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Herina parva (Loew)	invertebrate	invertebrate	0.000285	0.0005
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Lesteva sicula (Er.)	invertebrate	invertebrate	0.000285	0.0005
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Tetramorium sp	invertebrate	invertebrate	0.000285	0.0005
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Heteroptera	invertebrate	invertebrate	0.000285	0.000502
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Herina frondescentiae (L.)	invertebrate	invertebrate	0.000285	0.00059
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Hercostomus assimilis (Staeger, 1842)	invertebrate	invertebrate	0.000285	0.0006
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Pelochares versicolor (Waltl)	invertebrate	invertebrate	0.000285	0.000608
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Diplocampa assimile (Gyllenhal)	invertebrate	invertebrate	0.000285	0.00065
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Zelotes sp	invertebrate	invertebrate	0.000285	0.0007
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Heteroptera	invertebrate	invertebrate	0.000285	0.000747
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Sitticus sp	invertebrate	invertebrate	0.000285	0.0008
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Pentatomidae	invertebrate	invertebrate	0.000285	0.000922
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Clubiona sp	invertebrate	invertebrate	0.000285	0.000999
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Staphylinidae	invertebrate	invertebrate	0.000285	0.00124
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Ligidium hypnorum (Cuvier)	invertebrate	invertebrate	0.000285	0.00127
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Dolichopus nubilius Meigen, 1924	invertebrate	invertebrate	0.000285	0.0014
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Propylaea quatuordecimpunctata (L.)	invertebrate	invertebrate	0.000285	0.00146
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Zora spinimana (Sundevall, 1833)	invertebrate	invertebrate	0.000285	0.0015
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Hebrus pusillus (Fallen)	invertebrate	invertebrate	0.000285	0.00156
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Chartoscirta cincta (Herrich-Sch�ffer)	invertebrate	invertebrate	0.000285	0.0016
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Dryops auriculatus (Geoffr.)	invertebrate	invertebrate	0.000285	0.00163
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Pachybrachius sp	invertebrate	invertebrate	0.000285	0.0017
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Chrysomelidae	invertebrate	invertebrate	0.000285	0.0023
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Araneae	invertebrate	invertebrate	0.000285	0.00315
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Opilionida	invertebrate	invertebrate	0.000285	0.00317
Antarctica: Eastern Weddell Sea	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Xysticus sp	Limnobaris dolorosa (Goeze, 1777)	invertebrate	invertebrate	0.000285	0.0046
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Hybotidae	Proctotrupoidea	invertebrate	invertebrate	0.000291	0.0000644
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Hybotidae	Cecidomyiidae	invertebrate	invertebrate	0.000291	0.00197
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1984	herbivorous	Chaoborys punctipennis	Glenodinium quadridens	invertebrate	photo-autotroph	0.0003	7.54E-009
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1986	predacious	Chaoborys punctipennis	Keratella cochlearis	invertebrate	invertebrate	0.0003	0.00000001
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1987	predacious	Chaoborys punctipennis	Keratella testudo	invertebrate	invertebrate	0.0003	0.00000001
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1985	predacious	Chaoborys punctipennis	Kellicottia sp.	invertebrate	invertebrate	0.0003	0.00000002
-999	freshwater	small, mildly acidic lake, 1984	predacious	Chaoborys punctipennis	Conochilus (solitary)	invertebrate	invertebrate	0.0003	0.000000035
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1990	predacious	Chaoborys punctipennis	Ploesoma sp.	invertebrate	invertebrate	0.0003	0.000000105
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1984	predacious	Chaoborys punctipennis	Gastropus stylifer	invertebrate	invertebrate	0.0003	0.000000135
-999	freshwater	small, mildly acidic lake, 1984	predacious	Chaoborys punctipennis	Ascomorpha eucadis	invertebrate	invertebrate	0.0003	0.00000014
-999	freshwater	small, mildly acidic lake, 1984	predacious	Chaoborys punctipennis	Conochiloides dossuarius	invertebrate	invertebrate	0.0003	0.00000016
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1984	predacious	Chaoborys punctipennis	Filinia longispina	invertebrate	invertebrate	0.0003	0.00000018
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1992	predacious	Chaoborys punctipennis	Trichocerca multicrinis	invertebrate	invertebrate	0.0003	0.00000025
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1993	predacious	Chaoborys punctipennis	Trichocerca cylindrica	invertebrate	invertebrate	0.0003	0.00000038
Country: United Kingdom; the River Frome, Dorset;  UTM: 50.40'N, 2.11'W	freshwater	small, mildly acidic lake, 1991	predacious	Chaoborys punctipennis	Polyarthra vulgaris	invertebrate	invertebrate	0.0003	0.000000465
