"Geographic","Habitat","Type_interaction","Metabolic_consumer","Metabolic_resource","K_consumer","P_consumer","C_consumer","O_consumer","K_resource","P_resource","C_resource","O_resource","Mass_consumer","Mass_resource"
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Cryptophycophyta","Cryptophyceae","Cryptomonadales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,2.03e-10
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Monera","Cyanophycota","Cyanophyceae","Chroococcales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,2.39e-10
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,2.72e-10
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Plantae","Chlorophyta","Chlorophyceae","Chlorococcales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,5.07e-10
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Chrysophyta","Chrysophyceae","Ochromonadales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,6.41e-10
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Cryptophycophyta","Cryptophyceae","Cryptomonadales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,1.51e-09
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Pyrrophycophyta","Dinophyceae","Peridiniales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,1.58e-09
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Pyrrophycophyta","Dinophyceae","Peridiniales","Animalia","Arthropoda","Branchiopoda","Diplostraca",1.55e-06,7.54e-09
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,2.6e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Aphelenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,3.8e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,4.8e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,6.2e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,6.9e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,1.08e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,1.09e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Rhabditida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,1.15e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,1.25e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,1.3e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Enoplida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,1.35e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.112e-06,1.36e-07
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,2.6e-08
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Aphelenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,3.8e-08
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,4.8e-08
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,6.2e-08
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,6.9e-08
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,1.08e-07
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,1.09e-07
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Rhabditida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,1.15e-07
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,1.25e-07
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,1.3e-07
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Enoplida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,1.35e-07
"Country: Switzerland; Lake Neuch�tel","soil, freshwater","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",2.2e-06,1.36e-07
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Chrysophyta","Chrysophyceae","Chromalinales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,3.03e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Plantae","Chlorophyta","Trebouxiophyceae","Oocystales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,1.32e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Protozoa","Euglenophycota","Euglenophyceae","Euglenales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,1.75e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Cryptophycophyta","Cryptophyceae","Cryptomonadales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,2.03e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Monera","Cyanophycota","Cyanophyceae","Chroococcales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,2.39e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,2.72e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Plantae","Chlorophyta","Chlorophyceae","Chlorococcales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,5.07e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Chrysophyta","Chrysophyceae","Ochromonadales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,6.41e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Monera","Cyanophycota","Cyanophyceae","Nostocales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,7.97e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Cryptophycophyta","Cryptophyceae","Cryptomonadales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,1.51e-09
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Chrysophyta","Chrysophyceae","Ochromonadales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,1.57e-09
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Pyrrophycophyta","Dinophyceae","Peridiniales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,1.58e-09
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Pyrrophycophyta","Dinophyceae","Peridiniales","Animalia","Arthropoda","Branchiopoda","Diplostraca",2.24e-06,7.54e-09
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,2.6e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Aphelenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,3.8e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,4.8e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,6.2e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,6.9e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,1.08e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,1.09e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Rhabditida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,1.15e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,1.25e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,1.3e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Enoplida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,1.35e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.525e-06,1.36e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,2.6e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Aphelenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,3.8e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,4.8e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,6.2e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,6.9e-08
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,1.08e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Araeolaimida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,1.09e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Rhabditida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,1.15e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Desmodorida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,1.25e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,1.3e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Adenophorea","Enoplida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,1.35e-07
"Country: Switzerland; Lake Neuch�tel","soil","predacious","invertebrate","invertebrate","Animalia","Nemata","Secernentea","Tylenchida","Animalia","Nemata","Adenophorea","Dorylaimida",3.618e-06,1.36e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,1e-08
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,1e-08
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,2e-08
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,3.5e-08
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,1.05e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,1.35e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,1.4e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,1.6e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Flosculariaceae","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,1.8e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,2.5e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,3.8e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,4.65e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Rotifera","Eurotatoria","Ploima","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,9.5e-07
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Maxillopoda","Cyclopoida","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,6.85e-06
"Antarctica: Eastern Weddell Sea","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Maxillopoda","Calanoida","Animalia","Arthropoda","Maxillopoda","Cyclopoida",6.85e-06,8.8e-06
