Species,Life stage,Life style,Taxonomic group,Host species,Lake,Season,Number of samples,Minimum sample size,Maximum sample size,Total sample size,Log total sample size,Body mass (mg),Log body mass,Mean density (m²),Log mean,SD,SD/Mean,Variance,Log variance
Alboglossiphonia sp,Ad,Free-living parasitised,Annelid,,Tomahawk,January,24,0,1,1,0,14.439615,1.1595556139,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Alboglossiphonia sp,Ad,Free-living parasitised,Annelid,,Tomahawk,September,24,0,1,1,0,14.439615,1.1595556139,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Alboglossiphonia sp,Ad,Free-living parasitised,Annelid,,Waihola,January,24,0,1,1,0,14.439615,1.1595556139,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Alboglossiphonia sp,Ad,Free-living parasitised,Annelid,,Tuakitoto,September,24,0,3,14,1.1461280357,14.439615,1.1595556139,6.083333333,0.784141614,9.050182158,1.487701177,81.9057971,1.913314641
Alboglossiphonia sp,Ad,Free-living parasitised,Annelid,,Tuakitoto,January,24,0,5,18,1.2552725051,14.439615,1.1595556139,7.583333333,0.879860146,12.20091467,1.608911825,148.8623188,2.17278478
Alboglossiphonia sp,Ad,Free-living parasitised,Annelid,,Tuakitoto,May,24,0,5,21,1.3222192947,14.439615,1.1595556139,9.166666667,0.962211439,12.83902565,1.40062098,164.8405797,2.217064133
Aldrichetta forsteri,Ad,Free-living parasitised,Fish,,Waihola,January,4,0,8,15,1.1760912591,215200,5.332842267,0.016666667,-1.77815125,0.019330353,1.159821187,0.000373663,-3.427520425
Alona sp,Ad,Free-living,Crustacean,,Hayes,May,16,0,6,13,1.1139433523,0.002130166,-2.671586551,1.625,0.210853365,3.117156824,1.918250353,9.716666667,0.987517304
Alona sp,Ad,Free-living,Crustacean,,Hayes,September,16,0,5,16,1.2041199827,0.002130166,-2.671586551,2,0.301029996,3.346640106,1.673320053,11.2,1.049218023
Alona sp,Ad,Free-living,Crustacean,,Tuakitoto,May,16,0,4,17,1.2304489214,0.002130166,-2.671586551,2.125,0.327358934,2.777888887,1.307241829,7.716666667,0.887429741
Alona sp,Ad,Free-living,Crustacean,,Hayes,January,16,0,6,24,1.3802112417,0.002130166,-2.671586551,3,0.477121255,4.320493799,1.4401646,18.66666667,1.271066772
Alona sp,Ad,Free-living,Crustacean,,Tuakitoto,September,16,0,14,85,1.9294189257,0.002130166,-2.671586551,10.625,1.026328939,11.06872471,1.041762325,122.5166667,2.088195172
Anguilla australis,Ad,Free-living parasitised,Fish,,Waihola,May,4,0,1,1,0,366483.3333,5.5640542289,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Anguilla australis,Ad,Free-living parasitised,Fish,,Tuakitoto,May,4,0,2,3,0.4771212547,366483.3333,5.5640542289,0.003333333,-2.477121255,0.004255232,1.276569477,0.000018107,-4.742153597
Anguilla australis,Ad,Free-living parasitised,Fish,,Waihola,January,4,1,6,13,1.1139433523,366483.3333,5.5640542289,0.014444444,-1.840299157,0.009162457,0.634323942,0.0000839506,-4.075976106
Anguilla australis,Ad,Free-living parasitised,Fish,,Tuakitoto,January,4,5,14,36,1.5563025008,366483.3333,5.5640542289,0.04,-1.397940009,0.017403467,0.435086671,0.000302881,-3.518728459
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Hayes,May,4,0,1,1,0,1602625,6.2048319132,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Tomahawk,September,4,0,2,2,0.3010299957,705800,5.848681654,0.002222222,-2.653212514,0.004444444,2,0.0000197531,-4.704365036
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Tuakitoto,May,4,0,2,2,0.3010299957,1602625,6.2048319132,0.002222222,-2.653212514,0.004444444,2,0.0000197531,-4.704365036
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Tuakitoto,September,4,0,2,3,0.4771212547,329350,5.5176576678,0.003333333,-2.477121255,0.004255232,1.276569477,0.000018107,-4.742153597
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Waihola,May,4,0,1,3,0.4771212547,1602625,6.2048319132,0.003333333,-2.477121255,0.002222222,0.666666667,0.00000494,-5.306425028
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Hayes,January,4,0,2,4,0.6020599913,2100000,6.3222192947,0.004444444,-2.352182518,0.003628874,0.816496581,0.0000131687,-4.880456295
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Tomahawk,January,4,0,2,4,0.6020599913,1247500,6.0960405543,0.004444444,-2.352182518,0.005132002,1.154700538,0.0000263374,-4.5794263
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Hayes,September,4,0,2,5,0.6989700043,1570000,6.1958996524,0.005555556,-2.255272505,0.004255232,0.765941686,0.000018107,-4.742153597
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Tomahawk,May,4,0,2,7,0.84509804,1602625,6.2048319132,0.007777778,-2.109144469,0.002222222,0.285714286,0.00000494,-5.306425028
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Tuakitoto,January,4,1,7,12,1.079181246,261500,5.4174716932,0.013333333,-1.875061263,0.014054567,1.054092553,0.000197531,-3.704365036
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Waihola,September,4,0,9,13,1.1139433523,218050,5.338556091,0.014444444,-1.840299157,0.017916128,1.240347346,0.000320988,-3.493511671
Anguilla dieffenbachii,Ad,Free-living parasitised,Fish,,Waihola,January,4,0,10,25,1.3979400087,103566.6667,5.0152199987,0.027777778,-1.556302501,0.02,0.72,0.0004,-3.397940009
Anisops sp,Ad,Free-living,Insect,,Tomahawk,January,24,0,1,1,0,25.95905,1.4142887949,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Anisops sp,Ad,Free-living,Insect,,Tuakitoto,January,24,0,3,7,0.84509804,25.95905,1.4142887949,0.583333333,-0.234083206,1.501207244,2.573498132,2.253623188,0.352881303
Anisops sp,Ad,Free-living,Insect,,Tuakitoto,September,24,0,5,7,0.84509804,25.95905,1.4142887949,0.583333333,-0.234083206,2.165272684,3.71189603,4.688405797,0.671025194
Antiporus  sp,Ad,Free-living,Insect,,Hayes,September,24,0,1,1,0,11.896,1.0754009555,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Antiporus  sp,Ad,Free-living,Insect,,Tuakitoto,January,24,0,1,1,0,11.896,1.0754009555,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Antiporus  sp,Ad,Free-living,Insect,,Tuakitoto,September,24,0,1,1,0,11.896,1.0754009555,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Antiporus  sp,Ad,Free-living,Insect,,Hayes,January,24,0,2,3,0.4771212547,11.896,1.0754009555,0.25,-0.602059991,0.896854406,3.587417625,0.804347826,-0.094556108
Antiporus  sp,Ad,Free-living,Insect,,Hayes,May,24,0,3,4,0.6020599913,11.896,1.0754009555,2.416666667,0.383216752,5.106829755,2.113170933,26.07971015,1.41630276
Antiporus sp,L,Free-living,Insect,,Hayes,January,24,0,1,1,0,5.03624,0.7021064181,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Antiporus sp,L,Free-living,Insect,,Tuakitoto,January,24,0,1,1,0,5.03624,0.7021064181,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Austridotea annectens,Ad,Free-living parasitised,Crustacean,,Waihola,September,24,0,34,278,2.4440447959,19.22625,1.2838945852,115.8333333,2.063833554,109.3425677,0.943964613,11955.7971,4.077578536
Austridotea annectens,Ad,Free-living parasitised,Crustacean,,Waihola,January,24,0,53,474,2.6757783417,19.22625,1.2838945852,197.5,2.2955671,160.7658302,0.814004204,25845.65217,4.412387495
Austridotea annectens,Ad,Free-living parasitised,Crustacean,,Waihola,May,24,0,53,544,2.7355988997,19.22625,1.2838945852,226.6666667,2.355387658,150.2075858,0.662680526,22562.31884,4.353383732
Austridotea lacustris,Ad,Free-living,Crustacean,,Waihola,May,24,0,4,15,1.1760912591,69.16425,1.8398816719,6.25,0.795880017,9.69648076,1.551436922,94.02173913,1.97322828
Austridotea lacustris,Ad,Free-living,Crustacean,,Tomahawk,May,24,0,11,22,1.3424226808,69.16425,1.8398816719,9.166666667,0.962211439,26.02952616,2.839584672,677.5362319,2.830932525
Austridotea lacustris,Ad,Free-living,Crustacean,,Tomahawk,September,24,0,19,39,1.591064607,69.16425,1.8398816719,16.25,1.210853365,47.53145412,2.925012561,2259.23913,3.353962202
Austridotea lacustris,Ad,Free-living,Crustacean,,Tomahawk,January,24,0,72,94,1.9731278536,69.16425,1.8398816719,39.16666667,1.592916612,148.2628883,3.785435447,21981.88406,4.342064913
Austridotea lacustris,Ad,Free-living,Crustacean,,Waihola,January,24,0,47,94,1.9731278536,69.16425,1.8398816719,39.16666667,1.592916612,99.60428953,2.543088243,9921.014493,3.996556084
Austridotea lacustris,Ad,Free-living,Crustacean,,Waihola,September,24,0,35,97,1.9867717343,69.16425,1.8398816719,40.41666667,1.606560493,76.12799101,1.883579159,5795.471015,3.763088738
Austrolestes sp,L,Free-living,Insect,,Tomahawk,May,24,0,2,5,0.6989700043,7.87569,0.8962886133,0.416666667,-0.380211242,1.176459932,2.823503836,1.384057971,0.141154281
Barbronia sp,Ad,Free-living parasitised,Annelid,,Hayes,September,24,0,1,4,0.6020599913,22.014495,1.3427087274,1.333333333,0.124938737,3.370803886,2.528102915,11.36231884,1.055466972
Barbronia sp,Ad,Free-living parasitised,Annelid,,Hayes,January,24,0,4,19,1.278753601,22.014495,1.3427087274,7.583333333,0.879860146,11.83920042,1.561213243,140.1666667,2.146644745
Barbronia sp,Ad,Free-living parasitised,Annelid,,Hayes,May,24,0,8,24,1.3802112417,22.014495,1.3427087274,9.666666667,0.985276743,20.2820689,2.098145059,411.3623188,2.614224507
Bosmina sp,Ad,Free-living,Crustacean,,Waihola,September,16,0,11,52,1.7160033436,0.002452771,-2.610342997,6.5,0.812913357,5.440588203,0.83701357,29.6,1.471291711
Bosmina sp,Ad,Free-living,Crustacean,,Waihola,January,16,0,8,82,1.9138138524,0.002452771,-2.610342997,10.25,1.010723865,6.31928266,0.616515381,39.93333333,1.601335563
Bosmina sp,Ad,Free-living,Crustacean,,Tomahawk,May,16,0,26,97,1.9867717343,0.002452771,-2.610342997,12.125,1.083681747,14.26359001,1.176378558,203.45,2.308457694
Bosmina sp,Ad,Free-living,Crustacean,,Tuakitoto,September,16,0,26,98,1.9912260757,0.002452771,-2.610342997,12.25,1.088136089,15.88080602,1.296392329,252.2,2.401745082
Bosmina sp,Ad,Free-living,Crustacean,,Hayes,September,16,0,64,180,2.2552725051,0.002452771,-2.610342997,22.5,1.352182518,42.74887913,1.899950183,1827.466667,3.261849464
Bosmina sp,Ad,Free-living,Crustacean,,Hayes,January,16,0,113,325,2.511883361,0.002452771,-2.610342997,40.625,1.608793374,70.4716255,1.734686166,4966.25,3.696028578
Bosmina sp,Ad,Free-living,Crustacean,,Waihola,May,16,3,60,378,2.5774917998,0.002452771,-2.610342997,47.25,1.674401813,42.3375326,0.896032436,1792.466667,3.253451088
Bosmina sp,Ad,Free-living,Crustacean,,Hayes,May,16,19,91,651,2.8135809886,0.002452771,-2.610342997,81.375,1.910491002,39.77080168,0.48873489,1581.716667,3.199128691
Bosmina sp,Ad,Free-living,Crustacean,,Tuakitoto,May,16,13,84,803,2.9047155453,0.002452771,-2.610342997,100.375,2.001625558,49.96115157,0.497744972,2496.116667,3.39726488
Bosmina sp,Ad,Free-living,Crustacean,,Tuakitoto,January,16,144,100000,270081,5.431494033,0.002452771,-2.610342997,33760.125,4.528404046,63313.17079,1.875383186,4008557595,9.602988128
Calanoid sp,Ad,Free-living,Crustacean,,Waihola,September,16,0,1,4,0.6020599913,0.093074074,-1.031171276,0.5,-0.301029996,0.894427191,1.788854382,0.8,-0.096910013
Calanoid sp,Ad,Free-living,Crustacean,,Tuakitoto,May,16,0,4,32,1.5051499783,0.093074074,-1.031171276,4,0.602059991,2.065591118,0.516397779,4.266666667,0.630088715
Calanoid sp,Ad,Free-living,Crustacean,,Tomahawk,May,16,0,51,179,2.252853031,0.093074074,-1.031171276,22.375,1.349763044,27.75337817,1.240374443,770.25,2.886631707
Calanoid sp,Ad,Free-living,Crustacean,,Hayes,January,16,0,102,331,2.5198279938,0.093074074,-1.031171276,41.375,1.616738007,65.11413057,1.573755422,4239.85,3.627350492
Calanoid sp,Ad,Free-living,Crustacean,,Hayes,May,16,0,107,613,2.7874604745,0.093074074,-1.031171276,76.625,1.884370488,86.28856626,1.126115057,7445.716667,3.871906506
Calanoid sp,Ad,Free-living,Crustacean,,Tuakitoto,January,16,8,264,1365,3.1351326514,0.093074074,-1.031171276,170.625,2.232042664,164.650286,0.964983361,27109.71667,4.433124979
Calanoid sp,Ad,Free-living,Crustacean,,Waihola,May,16,15,206,1656,3.2190603324,0.093074074,-1.031171276,207,2.315970346,132.7875496,0.641485747,17632.53333,4.246314714
Calanoid sp,Ad,Free-living,Crustacean,,Hayes,September,16,44,525,2696,3.4307198879,0.093074074,-1.031171276,337,2.527629901,294.9277878,0.87515664,86982.4,4.939431387
Calanoid sp,Ad,Free-living,Crustacean,,Tomahawk,January,16,53,1809,11468,4.0594876843,0.093074074,-1.031171276,1433.5,3.156397697,980.4345975,0.683944609,961252,5.982837256
Calanoid sp,Ad,Free-living,Crustacean,,Waihola,January,16,868,1621,19409,4.28800316,0.093074074,-1.031171276,2426.125,3.384913173,418.1205368,0.172340888,174824.7833,5.242602999
Calanoid sp,Ad,Free-living,Crustacean,,Tomahawk,September,16,41,7238,42704,4.6304685564,0.093074074,-1.031171276,5338,3.72737857,5628.724331,1.054463157,31682537.6,7.500819959
Ceratopogonidae sp,L,Free-living,Insect,,Hayes,January,24,0,2,6,0.7781512504,1.4565,0.163310489,2.5,0.397940009,5.316095331,2.126438132,28.26086957,1.451185521
Ceratopogonidae sp,L,Free-living,Insect,,Hayes,September,24,0,4,25,1.3979400087,1.4565,0.163310489,10.41666667,1.017728767,13.6665783,1.311991516,186.7753623,2.271319588
Ceratopogonidae sp,L,Free-living,Insect,,Tomahawk,May,24,0,8,49,1.69019608,1.4565,0.163310489,20.41666667,1.309984838,27.8940802,1.366240663,778.0797101,2.89102409
Ceratopogonidae sp,L,Free-living,Insect,,Tomahawk,January,24,0,14,60,1.7781512504,1.4565,0.163310489,25,1.397940009,41.28374772,1.651349909,1704.347826,3.231558231
Ceratopogonidae sp,L,Free-living,Insect,,Tomahawk,September,24,0,12,68,1.8325089127,1.4565,0.163310489,28.33333333,1.452297671,28.99275272,1.023273625,840.5797101,2.924578903
Ceratopogonidae sp,L,Free-living,Insect,,Tuakitoto,January,24,0,7,68,1.8325089127,1.4565,0.163310489,28.33333333,1.452297671,22.39306311,0.790343404,501.4492754,2.700227008
Ceratopogonidae sp,L,Free-living,Insect,,Hayes,May,24,0,49,133,2.123851641,1.4565,0.163310489,55.41666667,1.743640399,117.9159305,2.127806265,13904.16667,4.143144965
Ceratopogonidae sp,L,Free-living,Insect,,Tuakitoto,May,24,0,44,225,2.3521825181,1.4565,0.163310489,93.75,1.971971276,122.6097556,1.307837393,15033.15217,4.177050054
Ceratopogonidae sp,L,Free-living,Insect,,Tuakitoto,September,24,0,35,280,2.4471580313,1.4565,0.163310489,116.6666667,2.06694679,98.84844204,0.84727236,9771.014493,3.989939657
Ceriodaphnia sp,Ad,Free-living,Crustacean,,Waihola,May,16,0,1,1,0,0.007383258,-2.131751955,0.125,-0.903089987,0.5,4,0.25,-0.602059991
Ceriodaphnia sp,Ad,Free-living,Crustacean,,Tuakitoto,May,16,0,1,5,0.6989700043,0.007383258,-2.131751955,0.625,-0.204119983,0.957427108,1.531883372,0.916666667,-0.037788561
Ceriodaphnia sp,Ad,Free-living,Crustacean,,Hayes,January,16,0,3,14,1.1461280357,0.007383258,-2.131751955,1.75,0.243038049,1.770122406,1.011498518,3.133333333,0.496006599
Ceriodaphnia sp,Ad,Free-living,Crustacean,,Hayes,May,16,0,4,17,1.2304489214,0.007383258,-2.131751955,2.125,0.327358934,2.777888887,1.307241829,7.716666667,0.887429741
Ceriodaphnia sp,Ad,Free-living,Crustacean,,Tuakitoto,January,16,0,11,49,1.69019608,0.007383258,-2.131751955,6.125,0.787106093,7.605918748,1.241782653,57.85,1.762303363
Ceriodaphnia sp,Ad,Free-living,Crustacean,,Tuakitoto,September,16,0,45,173,2.2380461031,0.007383258,-2.131751955,21.625,1.334956116,27.91624378,1.290924568,779.3166667,2.891713964
Ceriodaphnia sp,Ad,Free-living,Crustacean,,Hayes,September,16,3,203,636,2.8034571156,0.007383258,-2.131751955,79.5,1.900367129,125.0610518,1.573094991,15640.26667,4.194244154
Chironomus sp,L,Free-living,Insect,,Tuakitoto,September,24,0,25,150,2.1760912591,12.51125,1.0973007023,62.5,1.795880017,73.97120474,1.183539276,5471.73913,3.738125384
Chironomus sp,L,Free-living,Insect,,Hayes,May,24,0,79,162,2.2095150145,12.51125,1.0973007023,67.5,1.829303773,169.5582496,2.511974068,28750,4.458637849
Chironomus sp,L,Free-living,Insect,,Tuakitoto,May,24,0,57,184,2.264817823,12.51125,1.0973007023,76.66666667,1.884606581,145.2035054,1.893958766,21084.05797,4.323954202
Chironomus sp,L,Free-living,Insect,,Waihola,January,24,0,55,290,2.4623979979,12.51125,1.0973007023,120.8333333,2.082186756,121.3660173,1.004408419,14729.71015,4.168194201
Chironomus sp,L,Free-living,Insect,,Tomahawk,September,24,0,67,308,2.4885507165,12.51125,1.0973007023,128.3333333,2.108339475,162.8727609,1.269138396,26527.53623,4.423696916
Chironomus sp,L,Free-living,Insect,,Hayes,September,24,0,67,326,2.5132176001,12.51125,1.0973007023,135.8333333,2.133006358,218.530998,1.608817163,47755.7971,4.679026098
Chironomus sp,L,Free-living,Insect,,Tuakitoto,January,24,0,103,379,2.57863921,12.51125,1.0973007023,157.9166667,2.198427968,280.2635276,1.774755848,78547.64493,4.895133168
